id,date,description,amount,currency,merchant,category,city,country
c8b7894d-76ea-439d-a751-8eaf7381ecc2,2025-10-17,EasyJet South Craigmouth,-104.24,GBP,EasyJet,Travel,South Craigmouth,El Salvador
01d5b0f5-cf05-4b22-beca-b0d0f590f628,2025-03-04,Thames Water Taylortown,-148.83,GBP,Thames Water,Utilities,Taylortown,Palestinian Territory
118a679b-c700-45ac-8022-88b9a7af04e4,2025-09-20,Cineworld Aliborough,-87.5,USD,Cineworld,Entertainment,Aliborough,Maldives
9034ae77-9c93-4a67-8733-0b495d11e8d2,2025-03-18,Netflix Johnsonton,-157.41,EUR,Netflix,Entertainment,Johnsonton,Costa Rica
17facc6d-9ec2-42ab-bba5-489948427705,2025-02-11,Sainsbury's West Jennifer,-217.42,GBP,Sainsbury's,Groceries,West Jennifer,Turkmenistan
c7ad13ed-7744-4836-8561-d957574c7a61,2025-07-19,Salary ACME Ltd North Harrietbury,208.73,USD,Salary ACME Ltd,Income,North Harrietbury,Russian Federation
e2943fa1-a9b6-4cb8-9c54-7b0b2f92a3af,2025-01-02,EasyJet New Janeland,-238.92,EUR,EasyJet,Travel,New Janeland,Czech Republic
96f34f47-60f1-4cba-87aa-9a7382deaa38,2025-11-04,Spotify South Terenceberg,-124.3,EUR,Spotify,Entertainment,South Terenceberg,Luxembourg
f7220871-7a97-4718-bbb4-da67733577d0,2025-10-13,Cineworld Natashaview,-144.61,USD,Cineworld,Entertainment,Natashaview,Israel
f8de0aef-927e-4d20-959c-b2ca9ea7765d,2025-09-07,Octopus Energy Smithside,-299.01,USD,Octopus Energy,Utilities,Smithside,Cameroon
6fe59350-abd2-4705-8c5d-48939ae0de42,2025-03-26,EE Mobile Port Brian,-212.34,GBP,EE Mobile,Utilities,Port Brian,Falkland Islands (Malvinas)
c7321c79-b4c6-478a-addb-729df3e91594,2025-08-15,Cineworld Cookhaven,-73.01,USD,Cineworld,Entertainment,Cookhaven,Ethiopia
86f62ae5-e173-4266-9215-df91d8cda942,2025-09-02,H&M Joelshire,-40.27,USD,H&M,Shopping,Joelshire,Mozambique
37ea473c-1b1d-43fa-a53c-10f801fc1c9e,2025-11-06,Trainline Taylormouth,-68.83,GBP,Trainline,Transport,Taylormouth,Mauritania
31af5024-1100-4f14-9baa-e4b5e5c1e653,2025-05-02,Cineworld Lynnside,-294.25,EUR,Cineworld,Entertainment,Lynnside,Honduras
bedced74-7922-441e-b12a-765d220e3fd7,2025-04-21,Spotify Roybury,-111.46,GBP,Spotify,Entertainment,Roybury,Montserrat
f7c7c406-f568-4f4f-9903-ea51a3ceba87,2025-03-26,Just Eat Thomasfort,-42.34,EUR,Just Eat,Food,Thomasfort,Romania
e61b518a-3dbf-471b-a699-1ab5353c2249,2025-10-06,Just Eat Cooperberg,-91.18,EUR,Just Eat,Food,Cooperberg,Lithuania
4601938f-969e-4ccc-8ebb-89666f6ed20c,2025-10-25,Ryanair New Marie,-262.45,USD,Ryanair,Travel,New Marie,Greenland
607136d2-882a-434e-9f84-3cbf657107e3,2025-09-20,PlayStation Store Spencermouth,-146.22,GBP,PlayStation Store,Entertainment,Spencermouth,American Samoa
e1ef32a8-8764-41a1-a171-a1a4d068d95b,2025-07-28,Uber Carrberg,-79.48,GBP,Uber,Transport,Carrberg,Belarus
fa320d7e-2016-4675-9e14-d65db3c10eba,2025-04-26,Tesco Declanfurt,-123.21,EUR,Tesco,Groceries,Declanfurt,Pakistan
3dcb90d8-b0d4-4fb6-bc90-793f5f6cd445,2024-12-05,Bank Fee Francesside,-207.5,EUR,Bank Fee,Other,Francesside,Hong Kong
bff419fe-3a3c-476d-a761-076b7c14d504,2025-10-21,Transport for London Carrton,-284.99,EUR,Transport for London,Transport,Carrton,Niger
64f8cbbf-43a7-4536-920e-5447ca50d073,2024-12-01,Amazon Julianland,-169.63,GBP,Amazon,Shopping,Julianland,Jordan
594047c9-b7be-452f-a445-2f070c11e01b,2025-10-30,Bank Fee South Mohammedport,-238.27,EUR,Bank Fee,Other,South Mohammedport,United Kingdom
51efaf7a-bdcd-436b-95d9-0cc905e0c172,2024-11-16,Freelance Payment Williamport,137.9,GBP,Freelance Payment,Income,Williamport,Guinea-Bissau
230d4316-13bc-443f-afef-d5cbbc4e6897,2025-03-23,PlayStation Store East Melanie,-95.09,USD,PlayStation Store,Entertainment,East Melanie,Isle of Man
57d82764-9b88-44d2-a281-30e4b7c66bf5,2025-06-01,Just Eat East Clive,-288.23,EUR,Just Eat,Food,East Clive,Belgium
2e8bcebe-528f-4eb5-91c4-dbb2e84751e4,2025-06-17,Zara Bibibury,-83.07,EUR,Zara,Shopping,Bibibury,Luxembourg
4c74a042-ff04-492a-9aa6-b80161464d5c,2025-10-06,Trainline East Bethany,-56.27,EUR,Trainline,Transport,East Bethany,Northern Mariana Islands
97565c1e-6d49-4f12-8d23-f0deeea7810d,2025-02-06,Uber Dorothytown,-125.51,USD,Uber,Transport,Dorothytown,United Arab Emirates
8c3ba471-e853-4b51-9e16-1312b7bfdb36,2025-08-27,TransferWise Sianside,-90.92,EUR,TransferWise,Other,Sianside,Cayman Islands
02652a63-1b0f-410f-8f27-6dea24423fa9,2024-12-03,Cineworld Kateport,-212.38,GBP,Cineworld,Entertainment,Kateport,Northern Mariana Islands
27b00c0f-ee93-447f-8367-6bfc157ffc15,2025-10-24,Sainsbury's Carolineport,-277.55,USD,Sainsbury's,Groceries,Carolineport,Congo
71c60e64-0ff6-4d76-9b13-10bc68b81acf,2025-11-06,Bank Fee Deanfurt,-242.15,EUR,Bank Fee,Other,Deanfurt,Montserrat
fde73b6b-2d2c-437e-bebe-880d64784059,2025-03-17,Boots Pharmacy Bethport,-165.65,USD,Boots Pharmacy,Health,Bethport,Angola
1b239f4a-b801-4386-ab9b-493646f601f0,2025-10-29,Shell Robertsonshire,-248.86,EUR,Shell,Transport,Robertsonshire,Tonga
67c14d58-a555-4144-90b5-de70a945bb2d,2025-07-15,Subway New Jeanport,-238.83,USD,Subway,Food,New Jeanport,Singapore
b3125f1e-f299-4089-aadc-195a6977deee,2025-08-25,TransferWise Geraldborough,-134.55,GBP,TransferWise,Other,Geraldborough,Niger
6fc8befa-ddb2-42a4-a797-94e43b90cdbb,2025-02-05,PlayStation Store Lake Lewis,-283.09,USD,PlayStation Store,Entertainment,Lake Lewis,United Kingdom
73241d7e-5228-400d-bcf9-dab096afcb6b,2025-06-23,Freelance Payment West Chloeton,134.14,USD,Freelance Payment,Income,West Chloeton,Mozambique
403c3ac2-a2d6-43ef-91d0-210baee7218a,2025-03-19,Pizza Express North Bryan,-221.69,USD,Pizza Express,Food,North Bryan,Greece
52956a18-3721-411f-8abf-62c541748ddd,2025-08-06,Netflix East Wayne,-31.94,USD,Netflix,Entertainment,East Wayne,Solomon Islands
758cb159-7ef7-4b64-bd16-da8585974cb9,2025-05-22,Bank Fee Melaniehaven,-285.48,USD,Bank Fee,Other,Melaniehaven,United States Minor Outlying Islands
2cfd25be-8f98-415e-baa5-e9458894b201,2025-02-13,Netflix West Hayley,-230.12,EUR,Netflix,Entertainment,West Hayley,Sri Lanka
14928c53-714f-46bf-98f3-828856e5c24e,2025-02-22,EasyJet Geoffreymouth,-275.24,EUR,EasyJet,Travel,Geoffreymouth,Belarus
76018974-8128-433d-8e2f-24be7071f33f,2024-12-27,TransferWise Port Sian,-192.26,GBP,TransferWise,Other,Port Sian,Saint Kitts and Nevis
4fcc7548-ac99-4b44-85ac-ebfdc3193cc4,2025-07-10,Aldi Morganside,-107.65,GBP,Aldi,Groceries,Morganside,Haiti
3b9298ff-aaa0-4495-9dc0-bf46cea7010d,2024-12-09,British Gas Brownside,-258.03,GBP,British Gas,Utilities,Brownside,British Virgin Islands
4a37f5c5-d2bd-400d-9634-7484690b4b5a,2025-04-21,Vision Express Fionafurt,-90.02,GBP,Vision Express,Health,Fionafurt,Swaziland
47f3c6c5-3160-441c-b440-f2ad2c74ba1b,2025-06-27,Salary ACME Ltd Raymondbury,139.17,GBP,Salary ACME Ltd,Income,Raymondbury,Latvia
fd71f1e2-2638-4948-8052-60e8e8173c92,2024-11-15,Cineworld Kathrynbury,-39.2,GBP,Cineworld,Entertainment,Kathrynbury,Oman
0a30bb55-4ba8-49ee-9b2c-53528d6dd7ae,2024-11-29,Salary ACME Ltd Walkerport,199.01,USD,Salary ACME Ltd,Income,Walkerport,Pakistan
c29f6b7a-6f1a-4370-b9de-ac57e4189c7d,2025-04-04,EasyJet North Ian,-20.99,USD,EasyJet,Travel,North Ian,Gabon
ef8adbf5-6657-414c-842a-4b482a753940,2025-11-05,Octopus Energy North Damianside,-189.5,EUR,Octopus Energy,Utilities,North Damianside,Burkina Faso
c898d709-a2d7-42ac-95d0-2f739ad048fb,2025-03-28,H&M Vanessaside,-167.02,GBP,H&M,Shopping,Vanessaside,Italy
12e693d4-719a-431c-b0b0-02ef734e275c,2025-06-08,EasyJet South Abbie,-40.82,USD,EasyJet,Travel,South Abbie,Bolivia
942f1b51-9ad0-46c0-a9c0-6a40379b768a,2025-09-07,PayPal Singhview,-214.39,GBP,PayPal,Other,Singhview,Antigua and Barbuda
31381b02-8971-418f-8e48-fe56c582b431,2025-07-16,Salary ACME Ltd South Louise,167.91,EUR,Salary ACME Ltd,Income,South Louise,Zambia
242794c0-d728-4038-b032-0b4a627d030d,2025-01-31,Amazon Nigelstad,-141.13,EUR,Amazon,Shopping,Nigelstad,Mayotte
4235324b-e456-46e3-b9ac-4c47528b22c6,2025-10-02,BP Petrol Benjaminfurt,-280.13,GBP,BP Petrol,Transport,Benjaminfurt,Falkland Islands (Malvinas)
8902b96f-a4d8-4d7c-9db5-aa4fa6082ae8,2025-01-14,Tax Refund Port Sandraland,85.66,GBP,Tax Refund,Income,Port Sandraland,Panama
88b6edc4-7813-4227-9b44-ba4ff4e597d6,2025-01-22,Booking.com North Brettbury,-139.75,EUR,Booking.com,Travel,North Brettbury,Brunei Darussalam
d99cfa1b-9c22-4bc7-ac71-b76025f7911f,2025-08-21,NHS Prescription North Andrea,-276.95,USD,NHS Prescription,Health,North Andrea,Cote d'Ivoire
9fe36956-e976-45d3-86d4-49a668e104e9,2025-06-08,Uber West Sean,-86.49,GBP,Uber,Transport,West Sean,Solomon Islands
e467a14b-6f6e-4662-9fef-d0264559ba9e,2025-10-01,EE Mobile West Jacobberg,-247.06,GBP,EE Mobile,Utilities,West Jacobberg,Mauritius
ae8c6554-4709-4f6c-8a0d-f1ee848231f3,2025-02-05,PlayStation Store North Irene,-260.25,GBP,PlayStation Store,Entertainment,North Irene,Tonga
604bad6e-34cb-4cf0-bb12-0ce9f622cfff,2024-11-15,Freelance Payment West Frankshire,106.81,USD,Freelance Payment,Income,West Frankshire,Gibraltar
e7ac0222-ccbc-4890-ab1f-e384988d75a9,2024-11-11,Freelance Payment Leeberg,139.33,GBP,Freelance Payment,Income,Leeberg,Saint Vincent and the Grenadines
359a4336-8fb0-4bb2-ab58-817fd5439047,2025-04-09,Zara Lake Philipfort,-173.68,EUR,Zara,Shopping,Lake Philipfort,Kiribati
3700a354-280a-4d41-baba-0fa2fb4296bd,2025-08-17,Boots Pharmacy South Stephaniebury,-98.86,GBP,Boots Pharmacy,Health,South Stephaniebury,Yemen
f56052ec-d58f-460c-9c14-d39f61ee846e,2025-06-19,Vision Express Claretown,-296.58,USD,Vision Express,Health,Claretown,Bahamas
d2f42ba5-b15e-4ed6-b7ef-d4eaf718994b,2025-11-06,BP Petrol Pickeringville,-289.62,EUR,BP Petrol,Transport,Pickeringville,Liechtenstein
78788e97-6077-4879-9f10-75207bafd2c9,2025-07-24,Tax Refund Fordland,102.94,EUR,Tax Refund,Income,Fordland,Gibraltar
5ef00d8a-b695-4393-a672-a65145ab2e7c,2025-06-16,Ryanair East Henryshire,-160.16,GBP,Ryanair,Travel,East Henryshire,Mexico
5c177274-d0dd-4626-be15-27362b394fcb,2025-07-24,Subway Turnerhaven,-125.94,USD,Subway,Food,Turnerhaven,French Polynesia
c877fa14-a9a4-4efa-91ef-5e5c1f63a9b9,2025-04-21,Uber Gibsonville,-143.5,GBP,Uber,Transport,Gibsonville,Timor-Leste
15b27a0e-6f8c-4f72-add8-b737550f583e,2025-07-03,Octopus Energy South Alison,-196.7,GBP,Octopus Energy,Utilities,South Alison,Tuvalu
44696135-2c06-42df-9bd8-f36ef8cf9c59,2025-01-28,Freelance Payment Sandrafurt,286.47,USD,Freelance Payment,Income,Sandrafurt,Israel
175d2bc2-d0d3-47cd-a3aa-3dc52927d3fd,2025-07-31,Ryanair Rachelmouth,-187.15,EUR,Ryanair,Travel,Rachelmouth,Papua New Guinea
fee82dca-fe40-49f4-bf17-ee95a30feb8b,2025-02-07,Spotify Lake Elaine,-225.3,GBP,Spotify,Entertainment,Lake Elaine,Bangladesh
5817bdfd-7714-4f1c-a720-7d620f910d85,2024-12-09,Tesco North Annville,-135.89,USD,Tesco,Groceries,North Annville,Samoa
a469f580-11fa-4a36-b7db-863f4a60d03a,2025-08-03,Netflix New Darren,-18.57,EUR,Netflix,Entertainment,New Darren,Namibia
06a06311-2504-456b-8073-e38aff6c2538,2025-10-22,Cineworld Vanessaville,-115.58,EUR,Cineworld,Entertainment,Vanessaville,Isle of Man
4ffdc5ab-08dc-41c1-80e6-73061362050d,2025-03-15,Apple Store Taylorton,-126.56,USD,Apple Store,Shopping,Taylorton,France
5b3d276f-6013-4566-8061-7dbe2480456a,2025-06-13,Trainline Stuartshire,-56.65,USD,Trainline,Transport,Stuartshire,Madagascar
ac3dabf6-b094-4984-8a4b-a4dc83b3d26c,2025-01-22,NHS Prescription Wilsonville,-151.81,USD,NHS Prescription,Health,Wilsonville,Guernsey
916ec8f3-fa34-465f-9545-64cff0a2c9cf,2025-09-11,Trainline Geoffreyview,-141.04,GBP,Trainline,Transport,Geoffreyview,Montserrat
79dd856e-7f78-4fcc-9dd3-1bb6ffff552a,2025-01-27,Airbnb Bradyside,-201.72,GBP,Airbnb,Travel,Bradyside,Anguilla
96c2115c-7dd8-43c5-8c30-92e261a12e2d,2025-06-16,Spotify Matthewburgh,-26.79,GBP,Spotify,Entertainment,Matthewburgh,Faroe Islands
0664e572-1c66-497b-997b-dad85cb3d770,2025-07-21,TransferWise Declanstad,-193.49,GBP,TransferWise,Other,Declanstad,Albania
e09c6386-2b63-4360-901d-8da8d8c0baf3,2025-01-11,PlayStation Store New Sylvia,-254.36,EUR,PlayStation Store,Entertainment,New Sylvia,Iran
0ed93b19-02bb-4b1e-b430-7ef06aad6023,2024-12-01,Vision Express North Melanieborough,-36.46,GBP,Vision Express,Health,North Melanieborough,Honduras
66a033b4-d255-451c-b363-b1738a131b00,2025-04-08,TransferWise Charlesstad,-174.57,USD,TransferWise,Other,Charlesstad,Georgia
4d221824-b4e3-4b34-8970-1ed32bb4c124,2025-07-28,Netflix North Deanburgh,-293.49,USD,Netflix,Entertainment,North Deanburgh,Saudi Arabia
77a2866a-71e4-4f03-98a7-b353f57ac3b6,2025-06-20,PureGym West Angelachester,-7.39,USD,PureGym,Health,West Angelachester,Libyan Arab Jamahiriya
c5d8a616-630b-478a-9aaf-f6bcae9448a0,2025-06-16,Just Eat Robertsonhaven,-224.83,GBP,Just Eat,Food,Robertsonhaven,Brazil
089a0ae4-7e90-4498-a285-07839ad4d7e6,2025-03-12,Apple Store West Josephineshire,-241.57,EUR,Apple Store,Shopping,West Josephineshire,Libyan Arab Jamahiriya
a48952ac-999f-42fb-be3a-d7759fd2dc11,2025-05-17,Apple Store Jordanbury,-78.93,USD,Apple Store,Shopping,Jordanbury,Indonesia
33ed0bf2-9692-4b09-87c5-74e51adb9511,2025-11-01,Uber North Dennisport,-271.5,USD,Uber,Transport,North Dennisport,Yemen
95d95363-bfb4-4665-8419-0853e5ac273b,2025-01-22,Starbucks Port Conor,-237.64,EUR,Starbucks,Food,Port Conor,French Guiana
988b23a1-d4d4-46b9-bc6c-bbac7e590bba,2025-03-06,TransferWise South Sharonburgh,-221.05,EUR,TransferWise,Other,South Sharonburgh,Bulgaria
adf7d05e-b822-4630-87a3-0b622cc1a88f,2025-03-25,Cineworld New Yvonne,-225.51,EUR,Cineworld,Entertainment,New Yvonne,Syrian Arab Republic
f987daa6-2713-46aa-92c0-5c94e39cc0b2,2025-07-08,Zara Stevenfurt,-237.02,GBP,Zara,Shopping,Stevenfurt,Tokelau
33911d47-fbde-4ea3-92c5-53b40011111b,2025-08-04,Tax Refund Brownland,274.48,EUR,Tax Refund,Income,Brownland,Tokelau
c70c388f-daa6-4b7f-a204-2a0900a961f7,2025-02-28,PlayStation Store Allenchester,-290.38,GBP,PlayStation Store,Entertainment,Allenchester,French Guiana
24c64538-6f77-46ed-8ac6-d369261c2da2,2024-12-18,British Gas West Ronaldmouth,-143.16,EUR,British Gas,Utilities,West Ronaldmouth,Switzerland
ceb685c5-43c9-457e-b2ff-857e3fd489df,2025-07-16,Trainline Craigchester,-258.74,USD,Trainline,Transport,Craigchester,Tanzania
60b80afc-882d-460c-a113-d7e5ab874865,2024-12-14,PureGym Foxhaven,-31.64,GBP,PureGym,Health,Foxhaven,Belgium
5e6a5a8e-090f-496c-bc44-58f148081adf,2025-03-30,Starbucks Declanbury,-163.29,GBP,Starbucks,Food,Declanbury,Grenada
81c56550-f7cc-4f20-be6c-5c4b0163ca6f,2025-08-18,EE Mobile New Ashleighville,-177.45,USD,EE Mobile,Utilities,New Ashleighville,Marshall Islands
51176c80-7972-4e68-b571-cd1bee60e2eb,2025-05-11,British Gas Bruceberg,-204.08,GBP,British Gas,Utilities,Bruceberg,Dominica
8352bfe6-3823-494c-9632-5098c76048d6,2024-12-13,Just Eat Joeburgh,-265.85,USD,Just Eat,Food,Joeburgh,Netherlands
9f50d143-4b69-49d1-8031-9ada059c99d6,2024-12-31,Thames Water East Teresafort,-196.06,USD,Thames Water,Utilities,East Teresafort,Kyrgyz Republic
ae6cbf2b-ded0-411a-a963-f00e1a4872a5,2025-08-09,Airbnb Daviesshire,-196.53,EUR,Airbnb,Travel,Daviesshire,Norway
2b29817b-6fb7-43dd-8734-ecad6eeff90e,2025-06-26,Uber Teresamouth,-284.15,GBP,Uber,Transport,Teresamouth,Canada
ad24e583-6eb8-4d4b-8a15-6b1822ff7ea4,2025-04-15,Ryanair Williamsport,-33.67,USD,Ryanair,Travel,Williamsport,South Africa
d95bd63b-5e53-4b2d-b622-b09e9caf8c1c,2025-02-14,BP Petrol West Kathleenland,-138.82,USD,BP Petrol,Transport,West Kathleenland,Georgia
1b126c06-8e12-4a35-9aa5-1bbff799ff7a,2025-04-23,Freelance Payment North Lauraport,178.27,USD,Freelance Payment,Income,North Lauraport,Belarus
e84640c0-ded1-4f8d-95f7-8ce68f3b29ff,2025-06-29,BP Petrol New Marilynhaven,-198.2,GBP,BP Petrol,Transport,New Marilynhaven,Hungary
45750ce7-7429-4a7e-9ed3-2416a7060efc,2025-04-24,TransferWise South Alexandraborough,-282.02,GBP,TransferWise,Other,South Alexandraborough,Gibraltar
7c787b6f-16ef-4b5b-a418-82987678b0fb,2025-06-15,Starbucks North Barbara,-69.09,GBP,Starbucks,Food,North Barbara,Bosnia and Herzegovina
eb7280e1-bdc2-42f8-8286-06b0de49dda0,2025-08-29,H&M Grahamhaven,-34.31,USD,H&M,Shopping,Grahamhaven,Oman
e03d0fb6-0688-4af4-a796-38d063a0c50d,2025-01-08,EE Mobile Lake Jennifer,-22.86,GBP,EE Mobile,Utilities,Lake Jennifer,Kazakhstan
086ef246-c3b4-4a25-9090-66780bbda960,2025-05-16,Amazon West Christine,-284.96,GBP,Amazon,Shopping,West Christine,United States Virgin Islands
23b947bd-1e0e-4c4d-897c-1e4aa08925d9,2025-02-17,Sainsbury's Russellton,-194.3,USD,Sainsbury's,Groceries,Russellton,Somalia
c5bb5318-f014-4b4f-b24d-53881721f90c,2025-06-24,McDonald's Garymouth,-237.1,EUR,McDonald's,Food,Garymouth,Bhutan
8007d87e-6048-490f-bdd5-8a72dc5627c9,2025-05-29,Transport for London Abbottberg,-65.54,USD,Transport for London,Transport,Abbottberg,Grenada
0b04724d-bd29-4305-aeb5-95e90360cd3c,2024-12-05,Apple Store West Dylan,-68.71,EUR,Apple Store,Shopping,West Dylan,Palau
0f63c71c-ddda-414d-aca9-c49b1f617413,2025-07-19,Thames Water Clarkeland,-237.65,USD,Thames Water,Utilities,Clarkeland,Georgia
ed291774-139d-415f-a034-b09e0bc5bb22,2025-05-29,Starbucks Scotthaven,-258.23,EUR,Starbucks,Food,Scotthaven,Bermuda
3a0c9c55-bf46-4c32-869d-21a85d054101,2025-06-30,Transport for London Buckleytown,-78.94,EUR,Transport for London,Transport,Buckleytown,Guyana
4ae84709-e896-40fc-83dd-94f8acb00bf5,2025-02-27,Tesco West Danielle,-43.88,GBP,Tesco,Groceries,West Danielle,Congo
700cfc36-e58a-499e-bd9f-407218b4ceda,2025-01-27,Apple Store East Martin,-100.51,EUR,Apple Store,Shopping,East Martin,French Polynesia
940e5c7d-9608-4934-8caf-43daed46362b,2025-09-11,Netflix New Sheilahaven,-42.39,GBP,Netflix,Entertainment,New Sheilahaven,Argentina
18ce2c0b-3082-4338-bb0e-3338383964d5,2025-07-06,Salary ACME Ltd New Nicola,224.97,GBP,Salary ACME Ltd,Income,New Nicola,Cape Verde
48c532a9-4d62-477b-9be6-de1ebb710ae5,2025-01-04,Airbnb Lake Jennifer,-156.41,EUR,Airbnb,Travel,Lake Jennifer,Aruba
afcb7b70-519b-460b-af5d-f05a98ae6ddb,2025-04-05,Booking.com South Kathryn,-283.9,EUR,Booking.com,Travel,South Kathryn,Finland
4de607f5-c4d0-4208-964d-fbc5d69ac197,2025-08-08,Freelance Payment Barnesbury,140.12,EUR,Freelance Payment,Income,Barnesbury,Georgia
085a2529-22e4-439e-b931-10fa3b6fc17b,2025-10-25,Pizza Express Cookeborough,-254.95,GBP,Pizza Express,Food,Cookeborough,Heard Island and McDonald Islands
fd65cf98-9607-422e-9b4c-95663cb923c2,2025-07-12,Aldi Hallport,-215.16,GBP,Aldi,Groceries,Hallport,Slovakia (Slovak Republic)
a6953160-ebce-4701-805b-4e8f079a0409,2025-03-25,Tesco Morganborough,-100.02,EUR,Tesco,Groceries,Morganborough,Spain
cb1e036a-20da-4eb8-bbad-e9409a960feb,2025-06-15,Sainsbury's Leefort,-86.13,USD,Sainsbury's,Groceries,Leefort,Tunisia
4f07c2ff-515d-4cc2-a3f1-3a9ec578d1b1,2025-03-21,Bank Fee Lake Georgiaville,-215.09,GBP,Bank Fee,Other,Lake Georgiaville,Finland
757a91c3-4385-489b-87a9-60af2feec587,2024-12-06,Bank Fee West Barbara,-91.99,USD,Bank Fee,Other,West Barbara,United Kingdom
7f8474d1-7be5-46de-83ad-03b52d99da0e,2025-05-12,TransferWise Greenbury,-34.26,USD,TransferWise,Other,Greenbury,Svalbard & Jan Mayen Islands
eb2a4e42-aa31-4dcf-987e-60f8c0189680,2025-04-20,Waitrose Richardchester,-217.65,EUR,Waitrose,Groceries,Richardchester,Austria
6b627b76-8c3c-4114-9c25-968fdaccbbf8,2025-03-31,Vision Express Damianfurt,-266.99,GBP,Vision Express,Health,Damianfurt,Belgium
1868f4fc-63b4-4def-b768-48caa4dd2d1e,2025-03-23,Octopus Energy West Nigelmouth,-122.63,USD,Octopus Energy,Utilities,West Nigelmouth,Somalia
29484c46-8af3-46c7-b18d-532f30e50772,2024-12-29,Lidl West Meganberg,-130.9,USD,Lidl,Groceries,West Meganberg,Senegal
2ef541ca-03cc-473c-b8b5-638a9b315488,2025-07-22,Cineworld Richardsland,-286.31,USD,Cineworld,Entertainment,Richardsland,Andorra
ee291ccf-2c16-4daf-8fb7-d50f58c4f518,2025-02-07,Ryanair New Tina,-31.91,EUR,Ryanair,Travel,New Tina,Marshall Islands
a9d066be-7ae3-4e2a-9a0e-866d3e6423d0,2025-04-09,Aldi Frankport,-33.49,USD,Aldi,Groceries,Frankport,British Virgin Islands
38dc36fd-252e-4261-a09f-24e50a5b8015,2024-11-23,Thames Water Dawsonmouth,-169.13,USD,Thames Water,Utilities,Dawsonmouth,Bahrain
1a2ca55d-ed1e-451b-9bc4-2dfe56daa94e,2024-12-16,Tax Refund Andersontown,102.25,EUR,Tax Refund,Income,Andersontown,Norfolk Island
c201482f-9775-4eef-9568-012ed6b61f49,2025-05-13,PureGym Lake Gareth,-262.71,GBP,PureGym,Health,Lake Gareth,French Guiana
80666b98-4731-47a7-8e29-3b6fcb00b6d0,2025-04-12,Starbucks Cameronshire,-182.12,GBP,Starbucks,Food,Cameronshire,Israel
1b764db9-0210-4f86-b3a5-fce7d0c6fd46,2025-01-13,Waitrose New Rebeccaland,-154.69,EUR,Waitrose,Groceries,New Rebeccaland,Zimbabwe
3dfd4731-2f71-414a-8f23-23a684496b6e,2025-05-17,Booking.com South Paulineton,-254.95,GBP,Booking.com,Travel,South Paulineton,North Macedonia
8de6b466-e13a-461e-a9dd-0ae76e929724,2025-03-27,Freelance Payment Howardtown,38.89,GBP,Freelance Payment,Income,Howardtown,Guinea-Bissau
45e35867-7ebd-4fa3-81a2-4b0034767e23,2025-08-21,PayPal Cameronville,-243.13,USD,PayPal,Other,Cameronville,Sierra Leone
0c818527-53db-47b9-b720-060882ed40c0,2025-06-06,Bank Fee Aaronton,-204.12,USD,Bank Fee,Other,Aaronton,Guinea
a79874eb-6bb8-40da-a3af-011bb369786c,2025-05-24,Just Eat Port Lydia,-279.08,USD,Just Eat,Food,Port Lydia,Kyrgyz Republic
648d8a3f-0645-462b-989d-8c08648b74af,2025-10-30,Netflix Mistryberg,-58.22,USD,Netflix,Entertainment,Mistryberg,Bahrain
642b80e1-2b1b-484b-99af-dffbb2595648,2025-07-26,Cineworld Simsborough,-108.55,EUR,Cineworld,Entertainment,Simsborough,Aruba
b151ea43-5450-4e6e-a043-9f2a0975c56f,2025-08-22,Transport for London West Dylanhaven,-198.92,EUR,Transport for London,Transport,West Dylanhaven,Indonesia
83d7958d-5cfb-43cf-9161-77a3f4d4ec1d,2025-11-03,Uber Smithborough,-32.07,USD,Uber,Transport,Smithborough,France
df0cfa2c-89bd-4993-bf31-1f85da738397,2025-03-16,IKEA Port Abbiemouth,-128.85,GBP,IKEA,Shopping,Port Abbiemouth,Faroe Islands
c130ebe5-50e6-4b34-bccb-602fb6569375,2024-12-21,Shell Amandafurt,-96.93,GBP,Shell,Transport,Amandafurt,Samoa
3014fb43-b10d-4260-a44b-d6df60335d23,2025-04-15,Bank Fee Cookburgh,-30.06,EUR,Bank Fee,Other,Cookburgh,Luxembourg
f34bb797-7296-427f-85a2-c4f630be9f8e,2025-07-17,Trainline Maureenview,-227.56,EUR,Trainline,Transport,Maureenview,Spain
dffe6f1b-1119-4143-b205-13707467e851,2024-12-06,Lidl Fergusonburgh,-135.72,GBP,Lidl,Groceries,Fergusonburgh,Mayotte
323360cb-66c3-456c-b4f3-a43c83bd07c2,2025-02-21,EasyJet North Tobyport,-127.18,EUR,EasyJet,Travel,North Tobyport,Gambia
57a71ee3-ccf0-4074-9296-a2aa729bb08a,2025-04-18,Salary ACME Ltd Thompsonmouth,106.83,EUR,Salary ACME Ltd,Income,Thompsonmouth,Guernsey
33e94024-7646-4545-b0f5-e1bf07682dca,2025-04-18,PlayStation Store Jaynechester,-160.45,GBP,PlayStation Store,Entertainment,Jaynechester,Falkland Islands (Malvinas)
2bc0a181-a516-4692-ab3e-872f66dcf2e0,2025-06-28,Subway North Vanessafurt,-121.6,USD,Subway,Food,North Vanessafurt,Haiti
708e45e9-1fe8-4db9-97c3-e4869b94cf48,2025-05-12,McDonald's North Gareth,-65.3,EUR,McDonald's,Food,North Gareth,Thailand
